#repetition,Firm0,Firm1
0,1,2
468,1,2
469,3,2
470,1,2
471,3,2
472,1,2
473,3,2
474,1,2
475,3,2
476,1,2
477,3,2
478,1,2
479,3,2
480,1,2
481,3,2
482,1,2
483,3,2
484,1,2
485,3,2
486,1,2
487,3,2
488,1,2
489,3,2
490,1,2
491,3,2
492,1,2
493,3,2
494,1,2
495,3,2
496,1,2
497,3,2
498,1,2
499,3,2
500,1,2
501,3,2
502,1,2
503,3,2
504,1,2
505,3,2
506,1,2
507,3,2
508,1,2
509,3,2
510,1,2
511,3,2
512,1,2
513,3,2
514,1,2
515,3,2
516,1,2
517,3,2
518,1,2
519,3,2
520,1,2
521,3,2
522,1,2
523,3,2
524,1,2
525,3,2
526,1,2
527,3,2
528,1,2
529,3,2
530,1,2
531,3,2
532,1,2
533,3,2
534,1,2
535,3,2
536,1,2
537,3,2
538,1,2
539,3,2
540,1,2
541,3,2
542,1,2
543,3,2
544,1,2
545,3,2
546,1,2
547,3,2
548,1,2
549,3,2
550,1,2
551,3,2
552,1,2
553,3,2
554,1,2
555,3,2
556,1,2
557,3,2
558,1,2
559,3,2
560,1,2
561,3,2
562,1,2
563,3,2
564,1,2
565,3,2
566,1,2
567,3,2
568,1,2
569,3,2
570,1,2
571,3,2
572,1,2
573,3,2
574,1,2
575,3,2
576,1,2
577,3,2
578,1,2
579,3,2
580,1,2
581,3,2
582,1,2
583,3,2
584,1,2
585,3,2
586,1,2
587,3,2
588,1,2
589,3,2
590,1,2
591,3,2
592,1,2
593,3,2
594,1,2
595,3,2
596,1,2
597,3,2
598,1,2
599,3,2
600,1,2
601,3,2
602,1,2
603,3,2
604,1,2
605,3,2
606,1,2
607,3,2
608,1,2
609,3,2
610,1,2
611,3,2
612,1,2
613,3,2
614,1,2
615,3,2
616,1,2
617,3,2
618,1,2
619,3,2
620,1,2
621,3,2
622,1,2
623,3,2
624,1,2
625,3,2
626,1,2
627,3,2
628,1,2
629,3,2
630,1,2
631,3,2
632,1,2
633,3,2
634,1,2
635,3,2
636,1,2
637,3,2
638,1,2
639,3,2
640,1,2
641,3,2
642,1,2
643,3,2
644,1,2
645,3,2
646,1,2
647,3,2
648,1,2
649,3,2
650,1,2
651,3,2
652,1,2
653,3,2
654,1,2
655,3,2
656,1,2
657,3,2
658,1,2
659,3,2
660,1,2
661,3,2
662,1,2
663,3,2
664,1,2
665,3,2
666,1,2
667,3,2
668,1,2
669,3,2
670,1,2
671,3,2
672,1,2
673,3,2
674,1,2
675,3,2
676,1,2
677,3,2
678,1,2
679,3,2
680,1,2
681,3,2
682,1,2
683,3,2
684,1,2
685,3,2
686,1,2
687,3,2
688,1,2
689,3,2
690,1,2
691,3,2
692,1,2
693,3,2
694,1,2
695,3,2
696,1,2
697,3,2
698,1,2
699,3,2
700,1,2
701,3,2
702,1,2
703,3,2
704,1,2
705,3,2
706,1,2
707,3,2
708,1,2
709,3,2
710,1,2
711,3,2
712,1,2
713,3,2
714,1,2
715,3,2
716,1,2
717,3,2
718,1,2
719,3,2
720,1,2
721,3,2
722,1,2
723,3,2
724,1,2
725,3,2
726,1,2
727,3,2
728,1,2
729,3,2
730,1,2
731,3,2
732,1,2
733,3,2
734,1,2
735,3,2
736,1,2
737,3,2
738,1,2
739,3,2
740,1,2
741,3,2
742,1,2
743,3,2
744,1,2
745,3,2
746,1,2
747,3,2
748,1,2
749,3,2
750,1,2
751,3,2
752,1,2
753,3,2
754,1,2
755,3,2
756,1,2
757,3,2
758,1,2
759,3,2
760,1,2
761,3,2
762,1,2
763,3,2
764,1,2
765,3,2
766,1,2
767,3,2
768,1,2
769,3,2
770,1,2
771,3,2
772,1,2
773,3,2
774,1,2
775,3,2
776,1,2
777,3,2
778,1,2
779,3,2
780,1,2
781,3,2
782,1,2
783,3,2
784,1,2
785,3,2
786,1,2
787,3,2
788,1,2
789,3,2
790,1,2
791,3,2
792,1,2
793,3,2
794,1,2
795,3,2
796,1,2
797,3,2
798,1,2
799,3,2
800,1,2
801,3,2
802,1,2
803,3,2
804,1,2
805,3,2
806,1,2
807,3,2
808,1,2
809,3,2
810,1,2
811,3,2
812,1,2
813,3,2
814,1,2
815,3,2
816,1,2
817,3,2
818,1,2
819,3,2
820,1,2
821,3,2
822,1,2
823,3,2
824,1,2
825,3,2
826,1,2
827,3,2
828,1,2
829,3,2
830,1,2
831,3,2
832,1,2
833,3,2
834,1,2
835,3,2
836,1,2
837,3,2
838,1,2
839,3,2
840,1,2
841,3,2
842,1,2
843,3,2
844,1,2
845,3,2
846,1,2
847,3,2
848,1,2
849,3,2
850,1,2
851,3,2
852,1,2
853,3,2
854,1,2
855,3,2
856,1,2
857,3,2
858,1,2
859,3,2
860,1,2
861,3,2
862,1,2
863,3,2
864,1,2
865,3,2
866,1,2
867,3,2
868,1,2
869,3,2
870,1,2
871,3,2
872,1,2
873,3,2
874,1,2
875,3,2
876,1,2
877,3,2
878,1,2
879,3,2
880,1,2
881,3,2
882,1,2
883,3,2
884,1,2
885,3,2
886,1,2
887,3,2
888,1,2
889,3,2
890,1,2
891,3,2
892,1,2
893,3,2
894,1,2
895,3,2
896,1,2
897,3,2
898,1,2
899,3,2
900,1,2
901,3,2
902,1,2
903,3,2
904,1,2
905,3,2
906,1,2
907,3,2
908,1,2
909,3,2
910,1,2
911,3,2
912,1,2
913,3,2
914,1,2
915,3,2
916,1,2
917,3,2
918,1,2
919,3,2
920,1,2
921,3,2
922,1,2
923,3,2
924,1,2
925,3,2
926,1,2
927,3,2
928,1,2
929,3,2
930,1,2
931,3,2
932,1,2
933,3,2
934,1,2
935,3,2
936,1,2
937,3,2
938,1,2
939,3,2
940,1,2
941,3,2
942,1,2
943,3,2
944,1,2
945,3,2
946,1,2
947,3,2
948,1,2
949,3,2
950,1,2
951,3,2
952,1,2
953,3,2
954,1,2
955,3,2
956,1,2
957,3,2
958,1,2
959,3,2
960,1,2
961,3,2
962,1,2
963,3,2
964,1,2
965,3,2
966,1,2
967,3,2
968,1,2
969,3,2
970,1,2
971,3,2
972,1,2
973,3,2
974,1,2
975,3,2
976,1,2
977,3,2
978,1,2
979,3,2
980,1,2
981,3,2
982,1,2
983,3,2
984,1,2
985,3,2
986,1,2
987,3,2
988,1,2
989,3,2
990,1,2
991,3,2
992,1,2
993,3,2
994,1,2
995,3,2
996,1,2
997,3,2
998,1,2
999,3,2
